973512,0
973513,0
973514,0
973515,0
973516,0
973517,0
973518,0
973519,0
973520,0
973521,0
973522,0
973523,0
973524,0
973525,0
973526,0
973527,0
973528,0
973529,0
973530,0
973531,0
973532,0
973533,0
973534,0
973535,0
973536,0
973537,0
973538,0
973539,0
973540,0
973541,0
973542,0
973543,0
973544,0
973545,0
973546,0
973547,0
973548,0
973549,0
973550,0
973551,0
973552,0
973553,0
973554,0
973555,0
973556,0
973557,0
973558,0
973559,0
973560,0
973561,0
973562,0
973563,0
973564,0
973566,0
973567,0
973568,0
973569,0
973570,0
973571,0
973572,0
973573,0
973574,0
973575,0
973576,0
973577,0
973578,0
973579,0
973580,0
973581,0
973582,0
973583,0
973584,0
973585,0
973586,0
973587,0
973589,0
973590,0
973591,0
973592,0
973593,0
973594,0
973595,0
973596,0
973597,0
973598,0
973599,0
973600,0
973601,0
973602,0
973603,0
973604,0
973605,0
973606,0
973607,0
973608,0
973609,0
973611,0
973612,0
973613,0
973614,0
973615,0
973616,0
973617,0
973618,0
973619,0
973620,0
973621,0
973622,0
973623,0
973624,0
973625,0
973626,0
973627,0
973628,0
973629,0
973630,0
973631,0
973632,0
973633,0
973634,0
973636,0
973637,0
973638,0
973639,0
973640,0
973641,0
973642,0
973643,0
973644,0
973645,0
973646,0
973647,0
973648,0
973649,0
973650,0
973651,0
973652,0
973653,0
973654,0
973655,0
973656,0
973657,0
973658,0
973661,0
973662,0
973663,0
973664,0
973665,0
973666,0
973667,0
973668,0
973669,0
973670,0
973671,0
973672,0
973673,0
973696,0
973697,0
973698,0
973699,0
973700,0
973701,0
973702,0
973703,0
973704,0
973705,0
973706,0
973707,0
973709,0
973710,0
973711,0
973712,0
973713,0
973714,0
973715,0
973716,0
973717,0
973718,0
973719,0
973720,0
973721,0
973722,0
973723,0
973724,0
973725,0
973726,0
973727,0
973728,0
973729,0
973730,0
973731,0
973732,0
973734,0
973735,0
973736,0
973737,0
973738,0
973739,0
973740,0
973741,0
973742,0
973743,0
973744,0
973745,0
973746,0
973747,0
973748,0
973749,0
973750,0
973751,0
973752,0
973753,0
973754,0
973755,0
973756,0
973757,0
973759,0
973760,0
973761,0
973762,0
973763,0
973764,0
973765,0
973766,0
973767,0
973768,0
973769,0
973770,0
973771,0
973772,0
973773,0
973774,0
973775,0
973776,0
973777,0
973778,0
973779,0
973780,0
973781,0
973782,0
973783,0
973784,0
973785,0
973786,0
973787,0
973788,0
973789,0
973790,0
973791,0
973792,0
973793,0
973794,0
973795,0
973796,0
973797,0
973798,0
973799,0
974256,0
974257,0
974258,0
974259,0
974260,0
974262,0
974263,0
974264,0
974265,0
974266,0
974267,0
974268,0
974269,0
974270,0
974271,0
974272,0
974273,0
974274,0
974275,0
974276,0
974277,0
974278,0
974279,0
974280,0
974281,0
974282,0
974283,0
974284,0
974285,0
974286,0
974287,0
974288,0
974289,0
974290,0
974291,0
974292,0
974293,0
974294,0
974295,0
974296,0
974297,0
974298,0
974299,0
974300,0
974301,0
974302,0
974303,0
974310,0
974311,0
974312,0
974313,0
974314,0
974315,0
974316,0
974317,0
974318,0
974319,0
974320,0
974321,0
974322,0
974323,0
974324,0
974325,0
974326,0
974327,0
974328,0
974329,0
974330,0
974331,0
974333,0
974334,0
974335,0
974336,0
974337,0
974338,0
974339,0
974340,0
974341,0
974342,0
974343,0
974344,0
974345,0
974346,0
974347,0
974348,0
974349,0
974350,0
974351,0
974352,0
974353,0
974354,0
974355,0
974357,0
974358,0
974359,0
974360,0
974361,0
974362,0
974363,0
974364,0
974365,0
974366,0
974367,0
974368,0
974369,0
974370,0
974371,0
974372,0
974373,0
974374,0
974375,0
974376,0
974377,0
974378,0
974379,0
974381,0
974382,0
974383,0
974384,0
974385,0
974386,0
974387,0
974388,0
974389,0
974390,0
974391,0
974392,0
974393,0
974394,0
974395,0
974396,0
974397,0
974398,0
974399,0
974400,0
974401,0
974402,0
974403,0
974404,0
974405,0
974406,0
974407,0
974408,0
974409,0
974410,0
974411,0
974412,0
974413,0
974414,0
974415,0
974416,0
974417,0
974418,0
974419,0
974420,0
974421,0
974422,0
974423,0
974424,0
974425,0
974426,0
974427,0
974428,0
974430,0
974431,0
974432,0
974433,0
974434,0
974435,0
974436,0
974437,0
974438,0
974439,0
974440,0
974441,0
974442,0
974443,0
974444,0
974445,0
974446,0
974447,0
974448,0
974449,0
974451,0
974453,0
974454,0
974455,0
974456,0
974457,0
974458,0
974459,0
974460,0
974461,0
974462,0
974463,0
974464,0
974465,0
974466,0
974467,0
974468,0
974469,0
974470,0
974471,0
974928,0
974929,0
974930,0
974931,0
974932,0
974933,0
974934,0
974935,0
974936,0
974937,0
974938,0
974939,0
974940,0
974941,0
974942,0
974943,0
974944,0
974945,0
974946,0
974947,0
974948,0
974949,0
974950,0
974951,0
974952,0
974953,0
974954,0
974955,0
974957,0
974958,0
974959,0
974960,0
974961,0
974962,0
974963,0
974964,0
974965,0
974966,0
974967,0
974968,0
974969,0
974970,0
974971,0
974972,0
974973,0
974974,0
974975,0
974976,0
974977,0
974978,0
974979,0
974980,0
974981,0
974982,0
974983,0
974984,0
974985,0
974986,0
974987,0
974988,0
974989,0
974990,0
974991,0
974992,0
974993,0
974994,0
974995,0
974996,0
974997,0
974998,0
974999,0
975000,0
975001,0
975002,0
975003,0
975005,0
975006,0
975007,0
975008,0
975009,0
975010,0
975011,0
975012,0
975013,0
975014,0
975015,0
975016,0
975017,0
975018,0
975019,0
975020,0
975021,0
975022,0
975023,0
975024,0
975025,0
975026,0
975027,0
975028,0
975029,0
975030,0
975031,0
975032,0
975033,0
975034,0
975035,0
975036,0
